x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.241270771073473,0.377173080662539,0.660444204849294,0.0436513344858893,0.438360956366724,0.689480707675563,0.193120698256679,0.316522640249814,0.064402877833788,0.209726127379044,6.33220548244492
0.252595516213355,0.665174311414634,0.00233074789921072,0.314601007223735,0.345815243047153,0.726799451682437,0.716547618554101,0.561906442176994,0.0066601028681407,0.927209536528031,13.7893660766726
0.821583841885809,0.74925123940903,0.995716955046104,0.956857368107153,0.368530521487941,0.167567541396145,0.424910896091003,0.545885629846222,0.941240842906116,0.472412929281688,25.7474594203238
0.838711759969292,0.837375136054441,0.684864498135835,0.650477026275004,0.858771985596691,0.477229419508304,0.689602118844539,0.966244315720686,0.296779263135227,0.040024769734597,20.0348118571744
0.760317740207612,0.165670124619657,0.438455650219334,0.829483126250441,0.241502677379526,0.162850736212649,0.492443643159336,0.577572448546433,0.315541463279059,0.0700697074807411,12.5024685723319
0.37376718092099,0.369973834690166,0.185845545070676,0.736918785548052,0.660499141006847,0.967141821507165,0.542225441788841,0.14050174577639,0.584027600144974,0.707051164169575,17.3920679377175
0.635481072039223,0.657564810863129,0.904601948080725,0.72984880877888,0.948283740772932,0.377797117079095,0.291883683831404,0.129433975585139,0.747687393973509,0.421475672959694,24.6158121658316
0.363028724762385,0.025288340408655,0.925073323753912,0.249828725180083,0.380883768755217,0.397623628237663,0.377422309801314,0.255917703792434,0.165822281773626,0.540758366589611,9.18475374759514
0.406481392543409,0.839774701939843,0.416058236131458,0.396372348860924,0.486470339234562,0.942855889895664,0.411022232475463,0.459416758608869,0.487804861387192,0.501611296902786,14.1811503065938
0.279788477644275,0.286217923808428,0.964993577209533,0.626811357593818,0.901683876268026,0.620937216705861,0.0838494443064205,0.6911321337547,0.0522053116122739,0.122675318765146,17.5073422966472
0.829763284146265,0.260960175483711,0.788895560379349,0.332047877677727,0.0026603883604194,0.302162155812178,0.861102807768877,0.697982189873695,0.619671036400756,0.783032152285574,8.57393482858067
0.512314843133165,0.822544998913665,0.806830826403301,0.378373339161829,0.0396237340848017,0.736436830539358,0.211804594893894,0.839634043592874,0.652181870223065,0.60351505843073,16.795754777755
0.253143824928706,0.188299294139328,0.198541872482407,0.811974008058192,0.961210057130365,0.167690947458076,0.944959848873541,0.876043491269472,0.59719036579998,0.908286009893819,16.5393914933822
0.0624695171281857,0.317338806650913,0.0962739456669134,0.723831759701444,0.689560294079026,0.0235364432501459,0.662236203593723,0.0607089842811015,0.865816628063521,0.752245918557105,15.5669653285588
0.0733079107183283,0.00986406486711094,0.0253234067990732,0.0133986105242275,0.762483205590975,0.3773643203027,0.0795747034902625,0.637021178062312,0.394927175341856,0.169116526881493,9.79795155261971
0.0936213659806227,0.248144431330297,0.912444595692783,0.81428803708737,0.12349608776241,0.148332722286771,0.512005967440085,0.640245173741189,0.207694553119991,0.474412924720536,12.8955391872429
0.744248340079619,0.353105324402709,0.921187183568531,0.466762812451171,0.547274599212053,0.910906069658442,0.349240592995016,0.116500677335193,0.989062979814844,0.387982895455319,17.5222569909077
0.990867622194548,0.532918481745971,0.716112763554815,0.977089717746035,0.305066174200053,0.596023850048898,0.538693104064719,0.100901348772669,0.0179850552272948,0.985455571670424,23.7620855238574
0.653350395302603,0.673457114182752,0.0350932809605946,0.125573939905868,0.516737821399406,0.0961558511704569,0.785612945162135,0.934143381643608,0.468355726094068,0.846718812325671,17.4928197571273
0.481039243629444,0.672122414613171,0.708781389218937,0.791752247324156,0.746661658106991,0.192159680228718,0.433825322295033,0.31623786345968,0.34266656598604,0.459108732980469,21.4758104236444
0.54661474832022,0.447867863450169,0.543469429841142,0.566899633865547,0.0804031156190678,0.10294260855367,0.412151694393752,0.016238138083424,0.618819344467209,0.623277221252973,14.0755756580864
0.937303190104967,0.46933134632868,0.255010187219598,0.83767750063857,0.0288154387448019,0.591896146440854,0.998349271947134,0.0288703935288057,0.0890921245070855,0.940097616273001,18.0461616687591
0.944026577040559,0.94922858964401,0.503951813677315,0.714178312736139,0.342899875096721,0.564754506238912,0.933090443241664,0.835983358285386,0.0814196102045056,0.203638301511211,12.4593376250823
0.507152648527909,0.222115460369297,0.340280806259318,0.890066598749269,0.56588868786718,0.388214621783284,0.987106378187217,0.374623649375193,0.351303051307635,0.601033338252696,16.1767346147328
0.31569286885571,0.0576811712369512,0.245528474740109,0.00454902323068795,0.0563407633584786,0.718390807676686,0.881946341805613,0.446146876655088,0.539100857111416,0.293818540241061,3.5180512308793
0.0476152710727452,0.463440511017908,0.0555058545562219,0.72746256499725,0.1251128278964,0.121083959499626,0.703999881563708,0.62186841518196,0.502121078200201,0.498968165716847,13.3729861948858
0.455955261005078,0.789136341723878,0.614099299910967,0.839992753192781,0.950690027082034,0.784365798994984,0.591083462487693,0.93528820246814,0.565428206828755,0.876275152870518,23.2774900831269
0.440251707667543,0.368755079658878,0.592523619204882,0.112810226416404,0.461072069001634,0.28682199243615,0.0484787318968397,0.501310062711432,0.171147804514307,0.0441908766618443,8.74219883209842
0.191041227474585,0.479260335787959,0.128199581319513,0.713765270242879,0.72143707604181,0.208157971549816,0.12043213358159,0.439682917771787,0.81457102946345,0.751370129350426,16.4011093127453
